Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;sar-eu;price;gprstext;edge;batstandby1;battalktime1;cam2features;bodyother;models;featuresother;optionalother
https://www.gsmarena.com/allview_x1_xtreme_mini-6857.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x1-xtreme-mini.jpg;Allview X1 Xtreme Mini;Released 2014, December;139.2g, 10.3mm thickness;Android 4.4.2;16GB storage, no card slot;4;N/A;99,776 hits;"4.7""";1080x1920 pixels;2 GB RAM;Snapdragon;2200 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, November. Released 2014, December;Discontinued;137 x 66 x 10.3 mm (5.39 x 2.60 x 0.41 in);139.2 g (4.90 oz);Micro-SIM;IPS LCD;4.7 inches, 60.9 cm(~67.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~469 ppi density);Corning Gorilla Glass 3;Android 4.4.2 (KitKat);Qualcomm MSM8274 Snapdragon;Quad-core 2.15 GHz Krait 400;Adreno 330;No;16GB 2GB RAM;;16 MP, AF;LED flash, panorama, HDR;1080p@30fps;4 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2200 mAh, non-removable;White, Green;;About 300 EUR;;;Up to 220 h;Up to 11 h;;;;;Yamaha Audio Amplifier
https://www.gsmarena.com/allview_x2_soul_mini-6782.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-mini.jpg;Allview X2 Soul Mini;Released 2014, October;97g, 5.2mm thickness;Android 4.4.2;16GB storage, no card slot;13;N/A;226,295 hits;"4.8""";720x1280 pixels;1 GB RAM;MT6592;2050 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, October. Released 2014, October;Discontinued;139.8 x 67.4 x 5.2 mm (5.50 x 2.65 x 0.20 in);97 g (3.42 oz);Micro-SIM;AMOLED;4.8 inches, 63.5 cm(~67.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;No;16GB 1GB RAM;;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2050 mAh, non-removable;Black, White;;About 230 EUR;;;Up to 205 h (3G);Up to 11 h (3G);;;;;
https://www.gsmarena.com/allview_impera_m-6860.php;https://fdn2.gsmarena.com/vv/bigpic/allview-impera-m.jpg;Allview Impera M;Released 2014, October;110g, 9.9mm thickness;Microsoft Windows Phone 8.1;4GB 512MB RAM storage, microSDHC slot;6;N/A;62,600 hits;"4.0""";480x800 pixels;512 MB RAM;Snapdragon 200;1420 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 42.2/5.76 Mbps;2014, October. Released 2014, October;Discontinued;122.5 x 64.4 x 9.9 mm (4.82 x 2.54 x 0.39 in);110 g (3.88 oz);Dual SIM (Micro-SIM, dual stand-by);TFT;4.0 inches, 45.5 cm(~57.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Microsoft Windows Phone 8.1;Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC;4GB 512MB RAM;eMMC 4.5;5 MP;LED flash;480p;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1420 mAh, removable;Black;;About 90 EUR;;;Up to 200 h;Up to 6 h 30 min;;;;;
https://www.gsmarena.com/allview_impera_s-6473.php;https://fdn2.gsmarena.com/vv/bigpic/allview-impera-s.jpg;Allview Impera S;Released 2014, August;156.2g, 8.8mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDHC;8;N/A;90,232 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 200;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 42.2/5.76 Mbps;2014, June. Released 2014, August;Discontinued;144.9 x 72.1 x 8.8 mm (5.70 x 2.84 x 0.35 in);156.2 g (5.50 oz);Dual SIM (Dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Scratch-resistant glass;Microsoft Windows Phone 8.1;Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC;8GB 1GB RAM;eMMC 4.5;8 MP, AF;LED flash, panorama;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Black;;About 170 EUR;;;Up to 200 h;Up to 8 h 20 min;;;;;
https://www.gsmarena.com/allview_impera_i-6472.php;https://fdn2.gsmarena.com/vv/bigpic/allview-impera-i.jpg;Allview Impera i;Released 2014, August;98.9g, 7.2mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDHC;12;N/A;97,040 hits;"4.7""";720x1280 pixels;1 GB RAM;Snapdragon 200;1750 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 42.2/5.76 Mbps;2014, June. Released 2014, August;Discontinued;135.8 x 67.2 x 7.2 mm (5.35 x 2.65 x 0.28 in);98.9 g (3.46 oz);Dual SIM (Dual stand-by);IPS LCD;4.7 inches, 60.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Scratch-resistant glass;Microsoft Windows Phone 8.1;Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC;8GB 1GB RAM;eMMC 4.5;8 MP, AF;LED flash, panorama;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 1750 mAh, removable;Black;;About 160 EUR;;;Up to 200 h;Up to 7 h 20 min;;;;;
https://www.gsmarena.com/allview_a6_quad-6446.php;https://fdn2.gsmarena.com/vv/bigpic/allview-a6-quad.jpg;Allview A6 Quad;Released 2014, June;118.7g, 10.7mm thickness;Android 4.3;4GB 512MB RAM storage, microSDHC slot;2;N/A;137,848 hits;"4.0""";480x800 pixels;512 MB RAM;Snapdragon 200;1500 mAh Li-Ion;GSM 900 / 1800;HSDPA 900 / 2100;;HSPA;2014, June. Released 2014, June;Discontinued;125.4 x 65 x 10.7 mm (4.94 x 2.56 x 0.42 in);118.7 g (4.20 oz);Dual SIM (dual stand-by);IPS LCD;4.0 inches, 45.5 cm(~55.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.3 (Jelly Bean);Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDHC;4GB 512MB RAM;eMMC 4.5;5 MP, AF;LED flash, HDR;720p@20fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Black, White, Red;;About 130 EUR;;;Up to 150 h;Up to 5 h 20 min;;;;;
https://www.gsmarena.com/allview_x2_soul-6379.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul.jpg;Allview X2 Soul;Released 2014, May;129g, 5.6mm thickness;Android 4.2.2, up to 4.4.2;16GB storage, no card slot;47;N/A;557,303 hits;"5.0""";1080x1920 pixels;2 GB RAM;MT6592;2300 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, May. Released 2014, May;Discontinued;145.1 x 70.1 x 5.6 mm (5.71 x 2.76 x 0.22 in);129 g (4.55 oz);Micro-SIM;Super AMOLED;5.0 inches, 68.9 cm(~67.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);;Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat);Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;No;16GB 2GB RAM;;13 MP, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 2300 mAh, non-removable;Black, white;;About 340 EUR;;;Up to 230 h;Up to 10 h;;;;;
https://www.gsmarena.com/allview_p7_xtreme-6292.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p7-xtreme.jpg;Allview P7 Xtreme;Released 2014, April;143.1g, 8.5mm thickness;Android 4.2.2;16GB storage, no card slot;22;N/A;280,119 hits;"4.7""";720x1280 pixels;1 GB RAM;MT6592;2200 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, April. Released 2014, April;Discontinued;139.7 x 66.3 x 8.5 mm (5.5 x 2.61 x 0.33 in);143.1 g (5.04 oz);Dual SIM (Micro-SIM, dual stand-by);IGZO IPS LCD;4.7 inches, 60.9 cm(~65.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Scratch-resistant glass;Android 4.2.2 (Jelly Bean);Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;No;16GB 1GB RAM;;13 MP, AF;LED flash, panorama, HDR;1080p@30fps;No;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 2200 mAh, non-removable;Black, White;;About 290 EUR;;;Up to 244 h;Up to 8 h 40 min;;;;;
https://www.gsmarena.com/allview_x1_xtreme-6194.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x1-xtreme.jpg;Allview X1 Xtreme;Released 2014, February;150.5g, 9.7mm thickness;Android 4.2.2;32GB storage, no card slot;43;N/A;268,071 hits;"5.5""";1080x1920 pixels;3 GB RAM;Snapdragon 800;2500 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, February. Released 2014, February;Discontinued;150.6 x 75 x 9.7 mm (5.93 x 2.95 x 0.38 in);150.5 g (5.29 oz);Micro-SIM;IPS LCD;5.5 inches, 83.4 cm(~73.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;Android 4.2.2 (Jelly Bean);Qualcomm MSM8274 Snapdragon 800 (28 nm);Quad-core 2.15 GHz Krait 400;Adreno 330;No;32GB 3GB RAM;eMMC 4.5;16 MP, AF;LED flash, HDR, panorama;1080p@30fps;8 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS, GLONASS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2500 mAh, non-removable;Black;;About 470 EUR;;;Up to 250 h;Up to 8 h 20 min;;;;;Yamaha audio amplifier
https://www.gsmarena.com/allview_v1_viper_s-6193.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v1-viper-s.jpg;Allview V1 Viper S;Released 2014, February;143.5g, 8.9mm thickness;Android 4.3;16GB storage, microSDHC;31;N/A;280,588 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 400;2500 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, February. Released 2014, February;Discontinued;144 x 71.8 x 8.9 mm (5.67 x 2.83 x 0.35 in);143.5 g (5.08 oz);Dual SIM (Mini-SIM/ Micro-SIM);IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Corning Gorilla Glass 3;Android 4.3 (Jelly Bean);Qualcomm MSM8228 Snapdragon 400 (28 nm);Quad-core 1.4 GHz Cortex-A7;Adreno 305;microSDHC;16GB 2GB RAM;eMMC 4.5;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP, EDR;GPS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Black;;About 310 EUR;;;Up to 277 h;Up to 9 h;;;;;Yamaha audio amplifier
https://www.gsmarena.com/allview_wi10n_pro-7644.php;https://fdn2.gsmarena.com/vv/bigpic/allview-wi10n-pro.jpg;Allview Wi10N PRO;Released 2014, November;625.7g, 10.3mm thickness;Microsoft Windows 10;32GB storage, microSDHC;2;N/A;39,249 hits;"10.1""";1280x800 pixels;2 GB RAM;Intel Atom Z3735F;6000 mAh Li-Po;N/A;;;;2014, November. Released 2014, November;Discontinued;258 x 173 x 10.3 mm (10.16 x 6.81 x 0.41 in);625.7 g (1.38 lb);No;IPS LCD;10.1 inches, 295.8 cm(~66.3% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);;Microsoft Windows 10;Intel Atom Z3735F;Quad-core 1.33 GHz;;microSDHC (dedicated slot);32GB 2GB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;No;No;No;2.0;Accelerometer;Li-Po 6000 mAh, non-removable;Black;;;No;No;Up to 150 h;Up to 5 h;;;;MP3/WAV/WMA/AAC playerMP4/WMV/H.264 playerPhoto editorDocument viewer;
https://www.gsmarena.com/allview_wi8g-7643.php;https://fdn2.gsmarena.com/vv/bigpic/allview-wi-8g.jpg;Allview Wi8G;Released 2014, December;351g, 9.1mm thickness;Microsoft Windows 10;16GB storage, microSDHC;1;N/A;38,593 hits;"8.0""";800x1280 pixels;1 GB RAM;Intel Atom Z3735G;3800 mAh Li-Po;GSM 900 / 1800;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, December. Released 2014, December;Discontinued;206.5 x 122.8 x 9.1 mm (8.13 x 4.83 x 0.36 in);351 g (12.38 oz);Mini-SIM;IPS LCD;8.0 inches, 185.6 cm(~73.2% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);;Microsoft Windows 10;Intel Atom Z3735G;Quad-core 1.33 GHz;;microSDHC (dedicated slot);16GB 1GB RAM;;2 MP;;Yes;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;No;No;No;microUSB 2.0;Accelerometer;Li-Po 3800 mAh, non-removable;Black, White;;;;;Up to 140 h;Up to 4 h;;;;MP3/WAV/WMA/AAC playerMP4/WMV/H.264 playerPhoto editorDocument viewer;
https://www.gsmarena.com/allview_wi7-7640.php;https://fdn2.gsmarena.com/vv/bigpic/allview-wi7.jpg;Allview Wi7;Released 2014, November;283.7g, 9.7mm thickness;Microsoft Windows Phone 8.1;16GB storage, microSDHC;0;N/A;38,861 hits;"7.0""";600x1024 pixels;1 GB RAM;Intel Atom Z3735G;2400 mAh Li-Po;N/A;;;;2014, November. Released 2014, November;Discontinued;194 x 107 x 9.7 mm (7.64 x 4.21 x 0.38 in);283.7 g (10.02 oz);No;TFT;7.0 inches, 137.9 cm(~66.4% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;Microsoft Windows Phone 8.1;Intel Atom Z3735G;Quad-core 1.33 GHz;;microSDHC (dedicated slot);16GB 1GB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;No;No;No;microUSB 2.0;Accelerometer;Li-Po 2400 mAh, non-removable;Black;;;No;No;Up to 150 h;Up to 3 h;;;;MP3/WAV/WMA/AAC playerMP4/WMV/H.264 playerPhoto editorDocument viewer;
https://www.gsmarena.com/allview_viva_i10g-7639.php;https://fdn2.gsmarena.com/vv/bigpic/allview-viva-i10g.jpg;Allview Viva i10G;Released 2014, June;588.7g, 9.3mm thickness;Android 4.4;16GB storage, microSDHC;1;N/A;40,703 hits;"9.7""";1536x2048 pixels;2 GB RAM;Intel Atom Z3735D;8000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, June. Released 2014, June;Discontinued;239 x 180 x 9.3 mm (9.41 x 7.09 x 0.37 in);588.7 g (1.30 lb);Mini-SIM;IPS LCD;9.7 inches, 291.4 cm(~67.7% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);Scratch-resistant glass;Android 4.4 (KitKat);Intel Atom Z3735D;Quad-core 1.83 GHz;;microSDHC (dedicated slot);16GB 2GB RAM;;5 MP, AF;;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;3.0;GPS;No;No;microUSB 2.0, OTG;Accelerometer;Li-Po 8000 mAh, non-removable;White;1.06 W/kg (body);;;;Up to 200 h;Up to 6 h;;;;;
https://www.gsmarena.com/allview_viva_h10_hd-7638.php;https://fdn2.gsmarena.com/vv/bigpic/allview-viva-h10-hd.jpg;Allview Viva H10 HD;Released 2014, July;659.4, 9.6mm thickness;Android 4.4;8GB storage, microSDHC;1;N/A;40,209 hits;"10.1""";800x1280 pixels;1 GB RAM;MT8382;8000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, July. Released 2014, July;Discontinued;258 x 168 x 9.6 mm (10.16 x 6.61 x 0.38 in);659.4 (1.45 lb);Mini-SIM;IPS LCD;10.1 inches, 295.8 cm(~68.2% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);;Android 4.4 (KitKat);Mediatek MT8382 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;No;microUSB 2.0;Accelerometer;Li-Po 8000 mAh, non-removable;Black, White;0.79 W/kg (body);;;;Up to 400 h;Up to 7 h 30 min;;;;;
https://www.gsmarena.com/allview_viva_h10_lte-7637.php;https://fdn2.gsmarena.com/vv/bigpic/allview-viva-h10-lte.jpg;Allview Viva H10 LTE;Released 2014, December;510.2g, 10.5mm thickness;Android 4.4.4;8GB storage, microSDHC;1;N/A;40,150 hits;"10.1""";800x1280 pixels;1 GB RAM;MT8732;6500 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;3, 7, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2014, December. Released 2014, December;Discontinued;244 x 174 x 10.5 mm (9.61 x 6.85 x 0.41 in);510.2 g (1.12 lb);Mini-SIM;IPS LCD;10.1 inches, 295.8 cm(~69.7% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);;Android 4.4.4 (KitKat);Mediatek MT8732 (28 nm);Quad-core 1.5 GHz Cortex-A53;Mali-T760;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM Radio;microUSB 2.0;Accelerometer;Li-Po 6500 mAh, non-removable;Black, White;1.47 W/kg (body);;;;Up to 435 h;Up to 6 h;;;;;
https://www.gsmarena.com/allview_viva_h8_lte-7636.php;https://fdn2.gsmarena.com/vv/bigpic/allview-viva-h8-lte.jpg;Allview Viva H8 LTE;Released 2014;324.4g, 9mm thickness;Android 4.4.4;8GB storage, microSDHC;1;N/A;40,829 hits;"8.0""";800x1280 pixels;1 GB RAM;MT8732;4000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;3, 7, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2014. Released 2014;Discontinued;210 x 122 x 9 mm (8.27 x 4.80 x 0.35 in);324.4 g (11.43 oz);Mini-SIM;IPS LCD;8.0 inches, 185.6 cm(~72.4% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);;Android 4.4.4 (KitKat);Mediatek MT8732 (28 nm);Quad-core 1.5 GHz Cortex-A53;Mali-T760;microSDHC (dedicated slot);8GB 1GB RAM;;2 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, EDR;GPS;No;FM Radio;microUSB 2.0;Accelerometer, proximity;Li-Po 4000 mAh, non-removable;Black;1.18 W/kg (body);;;;Up to 400 h;Up to 6 h;;;;;
https://www.gsmarena.com/allview_viva_h7s-7635.php;https://fdn2.gsmarena.com/vv/bigpic/allview-viva-h7-s.jpg;Allview Viva H7S;Released 2014, June;277.6g, 8.8mm thickness;Android 4.2.2;8GB storage, microSDHC;1;N/A;37,466 hits;"7.0""";800x1280 pixels;1 GB RAM;MT8382;3000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, June. Released 2014, June;Discontinued;191 x 107.3 x 8.8 mm (7.52 x 4.22 x 0.35 in);277.6 g (9.81 oz);Mini-SIM;IPS LCD;7.0 inches, 142.1 cm(~69.3% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~216 ppi density);;Android 4.2.2 (Jelly Bean);Mediatek MT8382 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP, AF;LED flash, HDR, panorama;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n;4.0, EDR;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer;Li-Po 3000 mAh, non-removable;Black;;;;;Up to 300 h;Up to 5 h;;;;;
https://www.gsmarena.com/allview_viva_h7_lte-7634.php;https://fdn2.gsmarena.com/vv/bigpic/allview-viva-h7-lte.jpg;Allview Viva H7 LTE;Released 2014;265g, 9mm thickness;Android 4.4.4;8GB storage, microSDHC;0;N/A;39,266 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8732;2500 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;3, 7, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2014. Released 2014;Discontinued;188 x 108 x 9 mm (7.40 x 4.25 x 0.35 in);265 g (9.35 oz);Mini-SIM;IPS LCD;7.0 inches, 137.9 cm(~67.9% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;Android 4.4.4 (KitKat);Mediatek MT8732 (28 nm);Quad-core 1.5 GHz Cortex-A53;Mali-T760;microSDHC (dedicated slot);8GB 1GB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, EDR;GPS;No;FM Radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, non-removable;Black, White;;;;;Up to 250 h;Up to 4 h 30 min;;;;;
https://www.gsmarena.com/allview_viva_d8-6078.php;https://fdn2.gsmarena.com/vv/bigpic/allview-viva-d8.jpg;Allview Viva D8;Released 2014, January;367g, 9.1mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;3;N/A;53,608 hits;"7.9""";768x1024 pixels;512 MB RAM;;4000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 42.2/11.5 Mbps;2014, January. Released 2014, January;Discontinued;199 x 136.8 x 9.1 mm (7.83 x 5.39 x 0.36 in);367 g (12.95 oz);Micro-SIM;IPS LCD;7.9 inches, 193.3 cm(~71.0% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~162 ppi density);;Android 4.2 (Jelly Bean);;Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;;3.15 MP;Panorama, HDR;Yes;1 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer;Li-Po 4000 mAh, non-removable;Black;;;;;Up to 400 h;Up to 5 h;;;;;
https://www.gsmarena.com/allview_ax4_nano-6079.php;https://fdn2.gsmarena.com/vv/bigpic/allview-ax4-nano.jpg;Allview AX4 Nano;Released 2014, January;256.2g, 9.3mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;7;N/A;145,866 hits;"7.0""";480x800 pixels;512 MB RAM;;2500 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, January. Released 2014, January;Discontinued;190.9 x 107.8 x 9.3 mm (7.52 x 4.24 x 0.37 in);256.2 g (9.03 oz);Mini-SIM;IPS LCD;7.0 inches, 139.5 cm(~67.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~133 ppi density);;Android 4.2 (Jelly Bean);;Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;;3.15 MP;;Yes;1 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;No;FM Radio;microUSB 2.0;Accelerometer;Li-Po 2500 mAh, non-removable;Black, White;;;;;Up to 250 h;Up to 4 h;;;;;
https://www.gsmarena.com/allview_ax3_party-6080.php;https://fdn2.gsmarena.com/vv/bigpic/allview-ax3-party.jpg;Allview AX3 Party;Released 2013, November;337.4g, 9.9mm thickness;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;2;N/A;47,645 hits;"7.0""";480x800 pixels;512 MB RAM;;3000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2013, November. Released 2013, November;Discontinued;198 x 122 x 9.9 mm (7.80 x 4.80 x 0.39 in);337.4 g (11.89 oz);Yes;TFT;7.0 inches, 139.5 cm(~57.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~133 ppi density);;Android 4.0.4 (Ice Cream Sandwich);;Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);4GB 512MB RAM;;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;Yes;GPS;No;FM Radio;microUSB 2.0;Accelerometer, compass;Li-Po 3000 mAh, non-removable;Black, White;;;;;;;;;;;
